customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-2138,Female,0,Yes,Yes,26,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),64.72,1671.26,No
CUST-2139,Male,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.68,9.95,No
CUST-2140,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,56.06,1216.91,Yes
CUST-2141,Male,0,No,Yes,4,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.29,303.83,No
CUST-2142,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.23,731.9,No
CUST-2143,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.46,290.33,No
CUST-2144,Female,0,No,No,14,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),64.42,894.14,Yes
CUST-2145,Female,0,No,Yes,21,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,47.12,1009.33,No
CUST-2146,Male,0,No,Yes,4,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,71.29,304.83,No
CUST-2147,Female,0,No,Yes,32,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.32,2045.72,No
CUST-2148,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),57.44,448.04,No
CUST-2149,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.71,902.14,No
CUST-2150,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),88.89,341.51,Yes
CUST-2151,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,92.67,2502.25,No
CUST-2152,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),100.94,298.8,No
CUST-2153,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,85.5,1104.48,No
CUST-2154,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),94.65,580.8,Yes
CUST-2155,Male,0,No,Yes,33,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,104.61,3465.25,Yes
CUST-2156,Female,1,No,No,7,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),65.73,,No
CUST-2157,Male,0,No,Yes,51,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),86.26,4388.18,No
CUST-2158,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,85.35,4539.08,No
CUST-2159,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.19,142.46,No
CUST-2160,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.09,643.64,No
CUST-2161,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),86.99,189.83,No
CUST-2162,Female,1,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,101.82,1137.73,No
CUST-2163,Female,0,Yes,Yes,29,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,66.66,1942.21,No
CUST-2164,Male,0,No,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),85.32,2126.91,No
CUST-2165,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.72,1925.15,Yes
CUST-2166,Male,1,Yes,No,7,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,77.47,546.89,Yes
CUST-2167,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),89.48,997.43,Yes
CUST-2168,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,98.29,202.9,No
CUST-2169,Male,0,Yes,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,54.71,1635.92,No
CUST-2170,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.22,416.24,No
CUST-2171,Male,0,No,No,29,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.7,1539.32,No
CUST-2172,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.84,244.01,No
CUST-2173,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.32,751.4,No
CUST-2174,Male,0,No,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),55.0,498.2,No
CUST-2175,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,101.67,14.87,No
CUST-2176,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),82.41,820.93,Yes
CUST-2177,Female,0,No,Yes,39,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,92.7,3627.31,No
CUST-2178,Male,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.76,5723.19,No
CUST-2179,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,76.32,1279.83,Yes
CUST-2180,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.49,1151.35,No
CUST-2181,Female,0,No,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,7.64,No
CUST-2182,Female,0,No,No,50,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,75.75,3784.39,No
CUST-2183,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.56,1.81,Yes
CUST-2184,Female,0,No,No,69,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.9,3929.88,No
CUST-2185,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.43,1384.93,Yes
CUST-2186,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,82.78,824.28,No
CUST-2187,Male,0,No,No,61,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,76.75,4662.89,No
CUST-2188,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),70.73,0.0,Yes
CUST-2189,Female,0,No,No,20,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,71.62,1432.89,No
CUST-2190,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),98.37,1871.97,No
CUST-2191,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,98.05,476.1,No
CUST-2192,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.79,501.49,No
CUST-2193,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.13,2698.17,Yes
CUST-2194,Female,0,No,No,31,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,59.51,1861.64,No
CUST-2195,Male,0,No,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,0.0,No
CUST-2196,Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.08,6261.27,Yes
CUST-2197,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.38,463.84,Yes
CUST-2198,Male,0,No,No,6,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,54.73,331.09,No
CUST-2199,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),87.18,605.73,Yes
CUST-2200,Male,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.63,0.0,Yes
CUST-2201,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,90.21,256.66,No
CUST-2202,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,76.3,5487.23,No
CUST-2203,Female,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),81.88,718.09,No
CUST-2204,Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.41,74.92,No
CUST-2205,Female,1,Yes,No,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,72.17,160.21,No
CUST-2206,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.54,2668.01,Yes
CUST-2207,Female,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.65,1667.04,No
CUST-2208,Male,0,No,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.94,546.83,No
CUST-2209,Male,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),95.3,0.0,No
CUST-2210,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),94.01,551.7,No
CUST-2211,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),89.19,99.29,Yes
CUST-2212,Female,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.21,137.33,Yes
CUST-2213,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.4,1126.33,No
CUST-2214,Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),63.38,366.73,No
CUST-2215,Male,0,No,Yes,17,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,67.57,1148.15,No
CUST-2216,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),105.13,719.65,Yes
CUST-2217,Female,0,No,No,67,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,74.71,5016.99,No
CUST-2218,Male,0,No,No,56,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),52.64,2946.67,No
CUST-2219,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,34.9,695.88,No
CUST-2220,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,108.03,1060.37,No
CUST-2221,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.13,289.14,No
CUST-2222,Male,0,No,No,12,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),70.76,848.83,No
CUST-2223,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,74.87,2318.57,No
CUST-2224,Male,0,No,Yes,14,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),68.39,967.92,No
CUST-2225,Female,1,No,No,46,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,98.6,4518.12,No
CUST-2226,Male,0,No,Yes,69,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,90.87,6264.7,Yes
CUST-2227,Female,0,No,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.42,888.81,No
CUST-2228,Female,1,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.35,480.07,No
CUST-2229,Male,1,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,57.07,101.41,No
CUST-2230,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,82.91,406.52,Yes
CUST-2231,Female,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.01,364.13,No
CUST-2232,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.74,203.38,No
CUST-2233,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.19,1852.55,No
CUST-2234,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,62.09,236.57,No
CUST-2235,Female,0,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,49.82,710.39,No
CUST-2236,Male,0,Yes,No,22,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.08,1318.61,No
CUST-2237,Female,0,Yes,No,28,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.2,2747.35,Yes
CUST-2238,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),94.79,1044.65,Yes
CUST-2239,Male,0,Yes,No,48,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,53.97,2594.39,No
CUST-2240,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),88.13,1766.22,No
CUST-2241,Female,0,No,No,13,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,59.5,,No
CUST-2242,Male,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),60.2,72.95,No
CUST-2243,Male,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,108.53,1507.21,Yes
CUST-2244,Male,0,No,Yes,41,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,85.96,3516.05,No
CUST-2245,Female,0,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,382.94,No
CUST-2246,Female,1,No,Yes,42,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),70.63,2977.14,No
CUST-2247,Female,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.92,1298.07,Yes
CUST-2248,Female,0,Yes,No,3,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),61.96,196.09,No
CUST-2249,Female,0,No,No,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,84.16,6.14,Yes
CUST-2250,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,99.05,776.57,Yes
CUST-2251,Female,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.13,863.7,No
CUST-2252,Female,1,No,No,37,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,61.38,2271.35,No
CUST-2253,Female,0,Yes,No,8,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),70.97,559.96,No
CUST-2254,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,107.65,1710.69,No
CUST-2255,Female,0,No,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,69.35,916.34,Yes
CUST-2256,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,33.09,406.99,No
CUST-2257,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,72.03,425.99,No
CUST-2258,Female,0,No,Yes,3,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),62.18,197.14,No
CUST-2259,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),86.44,437.3,No
CUST-2260,Male,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,97.11,77.26,Yes
CUST-2261,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,68.89,339.66,Yes
CUST-2262,Male,1,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.89,0.0,Yes
CUST-2263,Male,0,No,No,23,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.05,1438.87,Yes
CUST-2264,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,94.07,836.69,Yes
CUST-2265,Male,0,No,Yes,72,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.97,5847.53,No
CUST-2266,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.92,154.05,No
CUST-2267,Female,1,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),110.58,1119.71,No
CUST-2268,Male,0,Yes,No,10,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),77.26,761.17,No
CUST-2269,Female,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.88,0.0,No
CUST-2270,Female,1,Yes,No,43,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,65.83,2846.24,No
CUST-2271,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,91.55,0.0,Yes
CUST-2272,Male,1,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.19,7063.54,No
CUST-2273,Male,0,Yes,No,53,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),57.66,3038.5,No
CUST-2274,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.5,439.66,Yes
CUST-2275,Female,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,93.8,1685.02,Yes
CUST-2276,Male,0,No,Yes,25,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.66,1502.71,Yes
CUST-2277,Male,1,No,Yes,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,96.18,1065.32,No
CUST-2278,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,87.91,2209.63,Yes
CUST-2279,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),28.67,10.56,No
CUST-2280,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),67.17,86.66,No
CUST-2281,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),81.79,1152.94,Yes
CUST-2282,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.8,1927.06,No
CUST-2283,Male,1,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,103.29,5357.13,Yes
CUST-2284,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,90.01,,Yes
CUST-2285,Female,0,Yes,No,41,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),44.52,1814.14,No
CUST-2286,Female,0,Yes,No,5,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,66.81,333.82,No
CUST-2287,Female,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,114.3,1382.88,No
CUST-2288,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.62,272.99,No
CUST-2289,Male,0,Yes,No,12,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,54.68,653.6,Yes
CUST-2290,Male,1,Yes,No,3,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),89.33,252.75,No
CUST-2291,Male,0,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,306.29,No
CUST-2292,Female,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,114.42,4338.77,Yes
CUST-2293,Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.12,473.67,No
CUST-2294,Female,1,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.62,447.74,No
CUST-2295,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.2,4204.82,Yes
CUST-2296,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,102.4,2988.97,Yes
CUST-2297,Male,0,No,No,16,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.5,1306.77,No
CUST-2298,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.92,589.99,Yes
CUST-2299,Female,0,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,75.97,3871.88,No
CUST-2300,Male,0,No,Yes,20,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,121.54,2417.47,No
CUST-2301,Female,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,102.68,516.78,No
CUST-2302,Male,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),76.73,517.8,No
CUST-2303,Female,1,No,Yes,39,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,63.63,2469.42,Yes
CUST-2304,Female,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.48,10.58,No
CUST-2305,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,83.06,5967.54,No
CUST-2306,Female,0,Yes,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),80.35,240.04,Yes
CUST-2307,Female,0,No,Yes,38,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),75.46,2863.21,No
CUST-2308,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.47,276.41,No
CUST-2309,Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.04,461.88,No
CUST-2310,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.27,3845.77,No
CUST-2311,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.64,301.14,Yes
CUST-2312,Male,0,Yes,No,18,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,54.33,975.75,No
CUST-2313,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.85,21.74,No
CUST-2314,Female,0,Yes,No,0,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.42,0.0,No
CUST-2315,Female,0,No,Yes,6,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),52.99,324.82,No
